case_name,alt_kft,Re_L,M_inf,alpha_deg,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,CD_HF,CL_HF,CD_LF1,CD_LF2,CL_LF
case_0225,15.22,44070000,0.4212,-2.881,196.9,155.1,506.2,1000,801.6,261.6,68.31,54.64,53.27,31.46,0.00714162,-0.105791,0.040460761,0.038443457,-0.787314491
case_0226,10.21,4282000,0.1561,14.45,196.9,155.1,506.2,1000,801.6,261.6,68.31,54.64,53.27,31.46,0.0707832,0.443918,0.195015578,0.19380585,1.923945087
case_0227,21.06,2297000,0.07528,18.31,196.9,155.1,506.2,1000,801.6,261.6,68.31,54.64,53.27,31.46,0.124824,0.541675,0.195021933,0.200398942,1.924296373
case_0228,24.77,37620000,0.396,-7.282,196.9,155.1,506.2,1000,801.6,261.6,68.31,54.64,53.27,31.46,0.0172156,-0.273197,0.040459981,0.038769911,-0.787363733
case_0231,0.06343,11910000,0.06286,17.22,100.2,186.3,388.6,1000,844.4,227.6,62.25,50.01,54.61,37.46,0.0760431,0.365625,0.143185574,0.149278543,1.658184453
case_0235,32.93,6216000,0.2995,11.32,100.2,186.3,388.6,1000,844.4,227.6,62.25,50.01,54.61,37.46,0.0270094,0.25306,0.143185574,0.149278543,1.658184453
case_0236,7.905,780400,0.1404,0.1216,100.2,186.3,388.6,1000,844.4,227.6,62.25,50.01,54.61,37.46,0.0131153,0.00606929,0.143018213,0.146850349,1.656707207
case_0237,8.954,34160000,0.3976,7.787,100.2,186.3,388.6,1000,844.4,227.6,62.25,50.01,54.61,37.46,0.0140047,0.197777,0.142875872,0.143892217,1.655959715
case_0238,17.21,34780000,0.3313,8.315,100.2,186.3,388.6,1000,844.4,227.6,62.25,50.01,54.61,37.46,0.0156821,0.20569,0.142991696,0.143925306,1.656789748
case_0239,39.04,15020000,0.4103,14.94,100.2,186.3,388.6,1000,844.4,227.6,62.25,50.01,54.61,37.46,0.0578224,0.248278,0.14290893,0.145095252,1.65626647
case_0241,3.974,7220000,0.1975,18.49,133.9,177.5,213,1000,795.8,218,66.63,54.2,44.51,35.82,0.063947,0.312754,0.061290128,0.060784309,1.015182016
case_0243,7.704,31660000,0.4141,0.5976,133.9,177.5,213,1000,795.8,218,66.63,54.2,44.51,35.82,0.00374062,0.013162,0.02454736,0.024784356,-0.449447834
case_0244,34.87,17410000,0.3146,3.13,133.9,177.5,213,1000,795.8,218,66.63,54.2,44.51,35.82,0.00631265,0.0615266,0.024571312,0.023766211,-0.45014842
case_0245,26.54,14570000,0.2629,-7.723,133.9,177.5,213,1000,795.8,218,66.63,54.2,44.51,35.82,0.0143896,-0.145104,0.06124829,0.060125489,1.0147469
case_0246,22.86,12650000,0.1385,14.67,133.9,177.5,213,1000,795.8,218,66.63,54.2,44.51,35.82,0.0424147,0.268486,0.061262688,0.059688814,1.014965155
case_0247,12.07,5944000,0.473,-4.09,133.9,177.5,213,1000,795.8,218,66.63,54.2,44.51,35.82,0.00861892,-0.0782895,0.061283907,0.059774793,1.015132241
case_0248,39.12,1749000,0.09389,6.959,133.9,177.5,213,1000,795.8,218,66.63,54.2,44.51,35.82,0.021934,0.13334,0.061290128,0.060784309,1.015182016
case_0249,29.18,11380000,0.3433,8.991,133.9,177.5,213,1000,795.8,218,66.63,54.2,44.51,35.82,0.016397,0.17279,0.06127653,0.060009864,1.015141422
case_0250,17.94,48010000,0.408,17.67,161.1,104.8,362.2,1000,678.2,223.8,77.91,53.56,54.95,32.34,0.0799149,0.264989,0.03390485,0.032929981,-0.689636262
case_0251,24.37,11700000,0.2112,16.16,161.1,104.8,362.2,1000,678.2,223.8,77.91,53.56,54.95,32.34,0.0563729,0.276353,0.033945519,0.03245833,-0.690278721
case_0253,21.52,8226000,0.3298,5.857,161.1,104.8,362.2,1000,678.2,223.8,77.91,53.56,54.95,32.34,0.010708,0.134043,0.033946646,0.032319963,-0.690291929
case_0254,10.83,11930000,0.2436,0.265,161.1,104.8,362.2,1000,678.2,223.8,77.91,53.56,54.95,32.34,0.00615439,0.00946431,0.084235386,0.08724012,1.228759247
case_0255,15.45,5592000,0.1093,9.02,161.1,104.8,362.2,1000,678.2,223.8,77.91,53.56,54.95,32.34,0.0254688,0.196811,0.033947712,0.032751051,-0.690316133
case_0257,7.601,33960000,0.2961,-6.545,161.1,104.8,362.2,1000,678.2,223.8,77.91,53.56,54.95,32.34,0.0106369,-0.145485,0.033938985,0.0324876,-0.69018029
case_0258,34.88,11380000,0.1581,11.48,161.1,104.8,362.2,1000,678.2,223.8,77.91,53.56,54.95,32.34,0.028215,0.246502,0.019303353,0.019047496,0.262370927
case_0259,39.8,3853000,0.07967,2.32,161.1,104.8,362.2,1000,678.2,223.8,77.91,53.56,54.95,32.34,0.0177372,0.0543698,0.019303375,0.019061886,0.262370088
case_0260,26.72,4837000,0.08117,-3.726,104.9,172.2,345.1,1000,587.2,273.6,62.33,56.09,43.09,37.71,0.0173735,-0.0838582,0.060352537,0.061333789,-0.986394983
case_0263,30.08,11460000,0.2938,-5.161,104.9,172.2,345.1,1000,587.2,273.6,62.33,56.09,43.09,37.71,0.0106772,-0.118765,0.060496009,0.056052654,-0.988301947
case_0265,10.11,54710000,0.433,7.835,104.9,172.2,345.1,1000,587.2,273.6,62.33,56.09,43.09,37.71,0.0150721,0.193251,0.026558349,0.026387518,0.228829061
case_0266,16.27,9098000,0.4972,18.09,104.9,172.2,345.1,1000,587.2,273.6,62.33,56.09,43.09,37.71,0.0814517,0.299145,0.026558126,0.02639076,0.228815196
case_0267,20.55,38560000,0.3459,9.606,104.9,172.2,345.1,1000,587.2,273.6,62.33,56.09,43.09,37.71,0.0202149,0.230921,0.060575434,0.060300684,-0.989379714
case_0268,34.12,473500,0.2325,1.929,104.9,172.2,345.1,1000,587.2,273.6,62.33,56.09,43.09,37.71,0.0107954,0.0468275,0.026558126,0.02639076,0.228815196
case_0269,14.94,8119000,0.1436,-9.353,104.9,172.2,345.1,1000,587.2,273.6,62.33,56.09,43.09,37.71,0.0231493,-0.210242,0.060566962,0.058776249,-0.989296122
case_0270,35.83,27500000,0.4297,10.16,145.6,90.18,579.9,1000,629.5,244,65.88,56.44,50.87,28.58,0.0249191,0.265434,0.045406296,0.044244033,0.833244314
case_0273,10.3,35450000,0.3415,0.8077,145.6,90.18,579.9,1000,629.5,244,65.88,56.44,50.87,28.58,0.00525424,0.0316049,0.045426294,0.044368294,0.83357494
case_0274,26.42,13470000,0.1989,-2.982,145.6,90.18,579.9,1000,629.5,244,65.88,56.44,50.87,28.58,0.00946218,-0.0741867,0.045409715,0.043914918,0.833280358
case_0275,28.92,2833000,0.2606,16.83,145.6,90.18,579.9,1000,629.5,244,65.88,56.44,50.87,28.58,0.0707303,0.310498,0.045399121,0.043853542,0.833193266
case_0276,22.47,1794000,0.1579,-7.497,145.6,90.18,579.9,1000,629.5,244,65.88,56.44,50.87,28.58,0.02016,-0.187783,0.045398854,0.043643658,0.833139784
case_0277,7.504,11050000,0.05864,4.905,145.6,90.18,579.9,1000,629.5,244,65.88,56.44,50.87,28.58,0.0277859,0.138098,0.045399259,0.043853716,0.833193566
case_0279,13.7,14640000,0.116,7.666,145.6,90.18,579.9,1000,629.5,244,65.88,56.44,50.87,28.58,0.0221938,0.211849,0.045411406,0.044050394,0.833356977
case_0280,27.57,695600,0.3241,11,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.0251168,0.17961,0.042371359,0.042284413,-0.805499805
case_0281,35.25,8219000,0.1647,-2.633,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.00855195,-0.0475976,0.042397885,0.040502355,-0.805921977
case_0282,36.37,21310000,0.3109,11.24,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.0218424,0.206211,0.042372899,0.041384093,-0.805482432
case_0283,13.59,17410000,0.443,19.06,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.0707454,0.270105,0.042383776,0.040887568,-0.805634306
case_0285,4.996,1783000,0.07888,-5.642,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.0188759,-0.102263,0.042409572,0.04130766,-0.805994207
case_0286,17.68,10360000,0.2132,5.439,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.0109339,0.10099,0.042351645,0.041449594,-0.805282243
case_0287,11.22,17720000,0.1283,-0.7015,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.00875751,-0.0120399,0.04233052,0.04127336,-0.804992288
case_0288,28.43,18270000,0.2361,14.83,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.0387739,0.235676,0.042386283,0.040662884,-0.805711533
case_0289,23.04,22590000,0.4598,-7.209,124.4,199.5,203.2,1000,593.6,182.3,71.65,40.76,41.44,27.64,0.0117119,-0.136552,0.042393163,0.040916039,-0.805836575
case_0290,18.91,28990000,0.4821,-0.06612,138.7,177.4,312.7,1000,769.6,220.7,89.71,41.45,54.04,33.69,0.00355162,0.00128986,0.068803102,0.066809663,0.897459325
case_0291,2.593,59130000,0.3056,-9.853,138.7,177.4,312.7,1000,769.6,220.7,89.71,41.45,54.04,33.69,0.0198445,-0.239711,0.068876743,0.067485768,0.898357023
case_0292,37.34,6406000,0.1472,16.87,138.7,177.4,312.7,1000,769.6,220.7,89.71,41.45,54.04,33.69,0.0621811,0.357483,0.068873865,0.067101997,0.898217373
case_0293,8.202,37370000,0.3514,3.349,138.7,177.4,312.7,1000,769.6,220.7,89.71,41.45,54.04,33.69,0.00629825,0.0881586,0.034964417,0.033512988,0.6806157
case_0294,27.23,32110000,0.4055,19.2,138.7,177.4,312.7,1000,769.6,220.7,89.71,41.45,54.04,33.69,0.104971,0.333791,0.068851794,0.06711874,0.897988467
case_0295,28.61,3525000,0.1975,-2.755,138.7,177.4,312.7,1000,769.6,220.7,89.71,41.45,54.04,33.69,0.0112151,-0.0635386,0.034964417,0.033512988,0.6806157
case_0296,4.205,138000,0.05238,8.355,138.7,177.4,312.7,1000,769.6,220.7,89.71,41.45,54.04,33.69,0.058243,0.195915,0.068851794,0.06711874,0.897988467
case_0297,22.06,12610000,0.1104,6.251,138.7,177.4,312.7,1000,769.6,220.7,89.71,41.45,54.04,33.69,0.0189601,0.153834,0.034970757,0.033525112,0.680758891
case_0300,25.03,7599000,0.4223,9.831,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.0228262,0.254015,0.211478778,0.226182657,2.032255171
case_0301,39.73,8191000,0.1921,15.32,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.0579995,0.325545,0.211262184,0.218870192,2.031036506
case_0302,33.14,241200,0.08779,-1.865,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.0204302,-0.0433036,0.211805459,0.220525357,2.034091431
case_0303,18.71,39120000,0.3323,7.994,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.0150977,0.227991,0.211864963,0.218541945,2.034316534
case_0304,6.007,73710000,0.3938,0.04397,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.00408892,0.00647709,0.213157767,0.221206598,2.04725541
case_0305,28.1,13290000,0.2838,-9.148,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.0178315,-0.238165,0.211518065,0.21825845,2.032427085
case_0306,12.32,19170000,0.1662,12.24,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.0341314,0.303962,0.211343863,0.223116226,2.031565269
case_0307,21.64,11230000,0.24,-5.642,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.0114058,-0.14557,0.211518065,0.21825845,2.032427085
case_0308,1.61,14590000,0.1105,19.34,141.3,147.4,469.5,1000,579.7,223.5,71.4,43.54,52.56,35.53,0.0893098,0.398036,0.211127772,0.218806602,2.030889058
case_0311,3.196,10130000,0.195,10.82,129.2,168.1,348.4,1000,689.9,181.6,74.94,43.26,56.32,34.04,0.0237765,0.223279,0.012143178,0.012066993,0.160410263
case_0312,6.35,59260000,0.344,-9.203,129.2,168.1,348.4,1000,689.9,181.6,74.94,43.26,56.32,34.04,0.0166293,-0.189843,0.012145627,0.012066396,0.160517228
case_0313,30.3,1612000,0.08677,15.37,129.2,168.1,348.4,1000,689.9,181.6,74.94,43.26,56.32,34.04,0.0539797,0.290585,0.012145803,0.012067075,0.160525216
case_0314,25.09,10930000,0.1588,3.259,129.2,168.1,348.4,1000,689.9,181.6,74.94,43.26,56.32,34.04,0.00983088,0.0740145,0.012135771,0.012172817,0.159907284
case_0316,34.25,25120000,0.398,-4.672,129.2,168.1,348.4,1000,689.9,181.6,74.94,43.26,56.32,34.04,0.00662557,-0.105651,0.012146117,0.012070905,0.160546626
case_0317,39.22,6649000,0.2569,11.67,129.2,168.1,348.4,1000,689.9,181.6,74.94,43.26,56.32,34.04,0.0272789,0.231713,0.012146115,0.012068425,0.160552045
case_0318,9.807,5461000,0.2896,7.549,129.2,168.1,348.4,1000,689.9,181.6,74.94,43.26,56.32,34.04,0.015036,0.164065,0.012146043,0.012069703,0.160546743
case_0319,12.07,41670000,0.4288,1.286,129.2,168.1,348.4,1000,689.9,181.6,74.94,43.26,56.32,34.04,0.00375994,0.0333886,0.012146043,0.012069703,0.160546743
case_0321,26.76,2823000,0.1053,7.723,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.0180245,0.124415,0.030168076,0.029719227,-0.561046041
case_0322,16.23,53670000,0.4208,18.32,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.0625687,0.185703,0.030078663,0.029165389,-0.560186382
case_0323,0.6187,11660000,0.05325,11.42,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.0362512,0.181226,0.03007346,0.029376806,-0.560082888
case_0324,35.19,23980000,0.472,16.75,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.0496316,0.171275,0.030106146,0.02930538,-0.560781422
case_0325,20.07,1842000,0.3739,4.734,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.00901683,0.0780555,0.030086204,0.029119931,-0.560684569
case_0326,10.61,24300000,0.19,0.09938,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.00609455,0.00406568,0.065145219,0.064379871,-1.055767788
case_0327,13.57,5619000,0.1748,-5.336,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.0112523,-0.0813929,0.030085331,0.029105399,-0.56035234
case_0328,39.18,10920000,0.2965,-3.376,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.00607675,-0.0517749,0.06467041,0.0633568,-1.050528978
case_0329,30.18,15160000,0.3607,-9.646,102.3,86.55,316.1,1000,837.9,258.5,73.42,59.53,42.23,31.8,0.0151405,-0.151642,0.03008865,0.029003273,-0.560412686
case_0330,32.53,27200000,0.4626,17.72,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.0392713,0.1224,0.117198504,0.116905862,1.427016251
case_0332,12.92,42720000,0.2959,10.62,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.0115943,0.106039,0.117198504,0.116905862,1.427016251
case_0333,39.35,6198000,0.253,-5.043,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.00694275,-0.0465784,0.11511136,0.120170701,1.415916816
case_0334,23.54,4373000,0.322,5.134,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.00670664,0.0495954,0.117198497,0.116905924,1.427016178
case_0335,27.65,5358000,0.1824,14.2,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.0214598,0.129721,0.116101278,0.117757054,1.418523748
case_0336,4.429,8299000,0.07615,2.612,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.0110235,0.026142,0.116098057,0.1153515,1.418557261
case_0337,19.33,8399000,0.136,-9.58,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.0134542,-0.0903913,0.116158988,0.114638188,1.418884472
case_0338,0.2487,91140000,0.4177,-0.01988,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.00223929,0.000740858,0.11607357,0.115636076,1.418103375
case_0339,30.38,941100,0.22,13.28,116.3,56.21,200.5,1000,688.3,215.6,76.6,41.73,57.46,24.82,0.020897,0.113731,0.116105978,0.115469646,1.418409093
case_0340,39.24,537700,0.1069,4.899,184.3,91.27,257.9,1000,683.6,247.4,72.71,53.83,55.88,32.83,0.0184565,0.095406,0.117660661,0.120805404,1.482218615
case_0341,28.31,3468000,0.1526,-9.558,184.3,91.27,257.9,1000,683.6,247.4,72.71,53.83,55.88,32.83,0.0237988,-0.179355,0.117851229,0.117951477,1.483574464
case_0342,34.05,18810000,0.2728,-3.366,184.3,91.27,257.9,1000,683.6,247.4,72.71,53.83,55.88,32.83,0.00705762,-0.0637045,0.11762874,0.118470118,1.481729526
case_0345,0.8275,40270000,0.19,-4.985,184.3,91.27,257.9,1000,683.6,247.4,72.71,53.83,55.88,32.83,0.0103306,-0.0957466,0.117851229,0.117951477,1.483574464
case_0346,15.68,46820000,0.4686,9.943,184.3,91.27,257.9,1000,683.6,247.4,72.71,53.83,55.88,32.83,0.0214114,0.161948,0.117717003,0.120220231,1.482319089
case_0347,16.79,4427000,0.06883,5.626,184.3,91.27,257.9,1000,683.6,247.4,72.71,53.83,55.88,32.83,0.0237175,0.112321,0.117645804,0.11837923,1.481764682
case_0348,23.43,16380000,0.2758,1.576,184.3,91.27,257.9,1000,683.6,247.4,72.71,53.83,55.88,32.83,0.005951,0.0328181,0.117645804,0.11837923,1.481764682
case_0349,4.553,8587000,0.3474,13.57,184.3,91.27,257.9,1000,683.6,247.4,72.71,53.83,55.88,32.83,0.0353001,0.244614,0.117664392,0.118296832,1.482142362
case_0350,21.91,44800000,0.396,2.255,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.0053141,0.0753992,0.158545735,0.161201467,1.74523956
case_0351,1.135,3957000,0.1149,18.54,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.100039,0.392088,0.158843932,0.160947101,1.746952751
case_0352,25.19,17550000,0.3596,-3.279,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.00652762,-0.0954697,0.158839554,0.16303145,1.746803487
case_0353,35.96,2014000,0.0718,1.394,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.0211624,0.0438048,0.158839554,0.16303145,1.746803487
case_0354,30.73,10040000,0.1566,11.37,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.0327427,0.30438,0.158863531,0.166375548,1.747205459
case_0355,4.524,1275000,0.2768,8.27,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.0211741,0.222444,0.158564957,0.165170718,1.745335937
case_0356,16.54,31900000,0.257,-8.661,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.0179793,-0.240956,0.158564957,0.165170718,1.745335937
case_0357,37.92,11190000,0.2083,7.041,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.0156836,0.207929,0.158545793,0.161200823,1.745240272
case_0359,11.8,17730000,0.4341,15.81,130.3,186.4,524.8,1000,602.3,193.5,88.13,43.7,59.39,33.99,0.0772139,0.3052,0.158497705,0.161589451,1.74489972
case_0360,17.95,28380000,0.4659,12.96,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.0436969,0.209858,0.169772407,0.174199606,1.834045913
case_0361,15.19,691500,0.06797,-5.581,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.0314934,-0.129036,0.169991928,0.173834843,1.835297123
case_0362,34.17,17550000,0.3038,-7.848,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.0139967,-0.193811,0.018500688,0.018186192,0.323400532
case_0363,30.7,3667000,0.1983,10.58,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.0263289,0.255334,0.169991928,0.173834843,1.835297123
case_0364,3.55,29810000,0.4267,0.8483,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.0043415,0.0286105,0.018500688,0.018186192,0.323400532
case_0365,36.35,3226000,0.1653,6.97,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.0178885,0.174462,0.169857413,0.173960876,1.834781001
case_0366,27.51,22420000,0.3429,17.29,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.0801108,0.265842,0.169857413,0.173960876,1.834781001
case_0367,4.253,41840000,0.2421,16.84,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.071372,0.277657,0.169740984,0.174220137,1.834070712
case_0368,21.12,44750000,0.3664,-2.226,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.00511807,-0.0532182,0.018505336,0.018161272,0.323566195
case_0369,10.81,11110000,0.1268,2.816,130.8,115.9,457.1,1000,699.6,246.3,80.34,49.43,42.45,26.42,0.0126101,0.0750084,0.018504601,0.018168868,0.323535538
case_0371,34.65,20180000,0.2793,13.75,144,95.78,252,1000,754.1,228.1,64.39,59.12,44.7,33.94,0.0296393,0.200859,0.066353767,0.06658469,1.054114708
case_0372,13.43,7430000,0.4809,19.89,144,95.78,252,1000,754.1,228.1,64.39,59.12,44.7,33.94,0.076931,0.238568,0.066447073,0.065320791,1.055094541
case_0373,1.876,8338000,0.08638,3.826,144,95.78,252,1000,754.1,228.1,64.39,59.12,44.7,33.94,0.0153345,0.0633908,0.06641771,0.066825491,1.054627573
case_0374,19.89,38590000,0.3524,-9.211,144,95.78,252,1000,754.1,228.1,64.39,59.12,44.7,33.94,0.013479,-0.150138,0.06635715,0.065466955,1.05419224
case_0375,11.49,20670000,0.2404,-3.748,144,95.78,252,1000,754.1,228.1,64.39,59.12,44.7,33.94,0.00706006,-0.0580065,0.066433919,0.066161823,1.054753745
case_0376,29.37,4269000,0.1432,-5.155,144,95.78,252,1000,754.1,228.1,64.39,59.12,44.7,33.94,0.0131293,-0.079475,0.066403832,0.064976283,1.054516187
case_0378,37.08,6138000,0.4055,9.219,144,95.78,252,1000,754.1,228.1,64.39,59.12,44.7,33.94,0.0160674,0.149124,0.066419182,0.065322234,1.054705878
case_0380,4.626,3191000,0.1093,12.23,142,172,589.4,1000,674.5,246.9,68,58.61,40.31,31.19,0.0488945,0.387148,0.041469153,0.039883491,0.804892818
case_0383,25.11,5541000,0.2075,15.55,142,172,589.4,1000,674.5,246.9,68,58.61,40.31,31.19,0.0694981,0.428468,0.041445714,0.040022395,0.804565869
case_0384,17.02,24140000,0.471,17.71,142,172,589.4,1000,674.5,246.9,68,58.61,40.31,31.19,0.115523,0.358984,0.041463814,0.039813721,0.804895408
case_0385,22.43,24140000,0.4147,-4.605,142,172,589.4,1000,674.5,246.9,68,58.61,40.31,31.19,0.00899199,-0.165491,0.041436274,0.039909536,0.80443966
case_0386,36.96,4835000,0.09063,-0.5327,142,172,589.4,1000,674.5,246.9,68,58.61,40.31,31.19,0.0198797,-0.0101865,0.04145416,0.039722915,0.8046948
case_0388,2.029,5485000,0.2394,-8.378,142,172,589.4,1000,674.5,246.9,68,58.61,40.31,31.19,0.0216706,-0.284318,0.041460606,0.040345986,0.804762679
case_0389,14.25,30890000,0.3249,7.047,142,172,589.4,1000,674.5,246.9,68,58.61,40.31,31.19,0.0160301,0.267544,0.041456637,0.040043611,0.804784743
case_0390,17.12,6263000,0.07209,-6.404,183.3,128.9,559.3,1000,736.6,234.4,65.79,48.57,43.03,30.06,0.0314887,-0.197942,0.09650498,0.095698646,1.334228921
case_0391,34.3,28170000,0.4362,14.9,183.3,128.9,559.3,1000,736.6,234.4,65.79,48.57,43.03,30.06,0.0758708,0.306625,0.095744744,0.096962327,1.327805213
case_0394,11.11,11140000,0.4993,19.31,183.3,128.9,559.3,1000,736.6,234.4,65.79,48.57,43.03,30.06,0.134709,0.398354,0.095617155,0.094382757,1.326749837
case_0395,13.47,3609000,0.3206,0.03103,183.3,128.9,559.3,1000,736.6,234.4,65.79,48.57,43.03,30.06,0.0102976,0.00870601,0.095744972,0.094289908,1.327444656
case_0396,27.26,37070000,0.3761,-7.241,183.3,128.9,559.3,1000,736.6,234.4,65.79,48.57,43.03,30.06,0.0146228,-0.243748,0.095616392,0.096352993,1.326708618
case_0397,22.34,8767000,0.2032,4.587,183.3,128.9,559.3,1000,736.6,234.4,65.79,48.57,43.03,30.06,0.0139775,0.156972,0.095630584,0.094534645,1.326567565
case_0398,38.99,5182000,0.3032,8.168,183.3,128.9,559.3,1000,736.6,234.4,65.79,48.57,43.03,30.06,0.022422,0.269056,0.095689428,0.096995818,1.327029375
case_0399,0.1274,13960000,0.1075,12.19,183.3,128.9,559.3,1000,736.6,234.4,65.79,48.57,43.03,30.06,0.0466785,0.381061,0.095653307,0.094389359,1.326861171
case_0401,28.06,27810000,0.3621,-4.858,179.3,51.04,610.5,1000,628.1,279.1,60.79,54.61,50.21,27.87,0.00886322,-0.14592,0.225001566,0.237903355,2.10857379
case_0402,21.95,41800000,0.4964,4.106,179.3,51.04,610.5,1000,628.1,279.1,60.79,54.61,50.21,27.87,0.00790103,0.149192,0.225001566,0.237903355,2.10857379
